episode,reward,emotion,eta,td_error,sigma_mean
481,15.31,0.300,0.00155,12.489,0.0159,0.0000,0.0000,None,-0.3420
491,12.92,0.320,0.00172,13.259,0.0161,0.0000,0.0200,None,-0.0136
1,30.77,0.443,0.00235,0.933,0.0270,0.0000,0.0429,neutral,0.0000
11,17.94,0.343,0.00298,0.920,0.0465,0.0000,0.0426,None,0.0000
21,11.33,0.300,0.00175,0.914,0.0390,0.0000,0.0000,None,-0.0625
31,12.27,0.300,0.00102,0.899,0.0590,0.0000,0.0000,None,-0.0781
41,9.44,0.300,0.00101,0.881,0.0443,0.0000,0.0000,None,0.0741
51,22.81,0.320,0.00112,0.888,0.0404,0.0000,0.0000,None,0.0088
61,12.69,0.320,0.00168,0.284,0.0593,0.0000,0.0000,None,0.0649
71,11.46,0.320,0.00144,0.310,0.0587,0.0000,0.0000,None,-0.1686
81,22.33,0.320,0.00258,0.311,0.0574,0.0000,0.0000,None,0.2472
91,21.13,0.320,0.00251,0.291,0.0560,0.0000,0.0000,None,0.1281
101,77.66,0.974,0.00678,0.397,0.0534,0.0000,0.3852,None,0.5598
111,156.87,0.980,0.00700,0.492,0.0501,0.0000,0.0000,None,1.6759
121,187.99,0.980,0.00700,0.547,0.0461,0.0000,0.0423,None,0.1716
131,90.65,0.979,0.00660,0.713,0.0425,0.0000,0.6792,None,0.1369
141,74.23,0.960,0.00517,0.764,0.0366,0.0000,0.0077,None,-0.4413
151,70.64,0.960,0.00700,0.771,0.0324,0.0000,0.0000,None,-0.1282
161,82.57,0.952,0.00700,0.645,0.0277,0.0000,0.1250,None,-0.0218
171,88.57,0.960,0.00700,0.630,0.0242,0.0000,0.0934,None,0.0788
181,111.36,0.960,0.00700,0.487,0.0207,0.0000,0.0000,None,0.0283
191,152.08,0.960,0.00700,0.460,0.0184,0.0000,0.0000,None,0.8938
201,598.76,0.960,0.00700,0.489,0.0169,0.0000,0.0000,None,0.1618
211,210.75,0.901,0.00625,1.254,0.0158,0.0000,0.0594,None,0.0480
221,17.67,0.300,0.00224,1.088,0.0158,0.0000,0.0182,None,-0.3943
231,16.51,0.300,0.00077,1.574,0.0170,0.0000,0.0000,None,-0.7712
241,14.12,0.300,0.00127,1.192,0.0197,0.0000,0.0000,None,0.0275
251,18.80,0.300,0.00174,1.640,0.0223,0.0000,0.0000,None,0.1493
261,114.96,0.980,0.00700,1.688,0.0262,0.0000,0.0000,None,1.3811
271,227.53,0.980,0.00700,1.514,0.0307,0.0000,0.0000,None,1.1062
281,319.74,0.933,0.00700,1.830,0.0352,0.0000,0.0474,None,0.2274
291,598.74,0.974,0.00700,2.523,0.0400,0.0000,0.0597,None,1.0175
301,104.17,0.960,0.00700,1.934,0.0444,0.0000,0.0000,None,-0.0197
311,82.61,0.947,0.00373,2.117,0.0484,0.0000,0.0025,None,-0.7412
321,24.95,0.522,0.00148,3.030,0.0518,0.0000,0.0545,None,-0.4055
331,21.30,0.300,0.00094,2.363,0.0554,0.0000,0.0000,None,-0.2644
341,11.72,0.300,0.00122,4.849,0.0582,0.0000,0.0000,None,0.0184
351,12.92,0.300,0.00143,2.808,0.0579,0.0000,0.0000,None,0.0850
361,12.92,0.300,0.00126,4.581,0.0582,0.0000,0.0000,None,-0.0992
371,12.93,0.320,0.00112,4.180,0.0583,0.0000,0.0000,None,-0.1315
381,10.53,0.320,0.00125,5.296,0.0552,0.0000,0.0000,None,-0.0625
391,9.33,0.320,0.00152,2.751,0.0528,0.0000,0.0000,None,0.0389
401,14.12,0.320,0.00155,8.047,0.0475,0.0000,0.0000,None,0.0167
411,10.53,0.320,0.00149,3.228,0.0440,0.0000,0.0000,None,-0.0369
421,11.73,0.320,0.00159,8.137,0.0396,0.0000,0.0000,None,0.0288
431,10.53,0.320,0.00162,2.580,0.0345,0.0000,0.0000,None,0.0170
441,11.73,0.320,0.00141,4.014,0.0298,0.0000,0.0000,None,-0.0216
451,9.33,0.320,0.00160,6.267,0.0259,0.0000,0.0000,None,0.0628
461,10.53,0.320,0.00134,2.876,0.0209,0.0000,0.0000,None,-0.0707
471,9.33,0.320,0.00176,2.811,0.0184,0.0000,0.0000,None,0.0690
481,10.53,0.320,0.00139,7.591,0.0166,0.0000,0.0000,None,-0.0865
491,11.73,0.320,0.00169,4.595,0.0155,0.0000,0.0000,None,0.0990
1,30.77,0.443,0.00235,0.933,0.0270,0.0000,0.0429,neutral,0.0000
11,17.94,0.343,0.00298,0.920,0.0465,0.0000,0.0426,None,0.0000
21,11.33,0.300,0.00175,0.914,0.0390,0.0000,0.0000,None,-0.0625
31,12.27,0.300,0.00088,0.899,0.0590,0.0000,0.0000,None,-0.0780
41,9.44,0.300,0.00100,0.881,0.0443,0.0000,0.0000,None,0.0741
51,22.81,0.320,0.00116,0.888,0.0404,0.0000,0.0000,None,0.0088
61,12.69,0.320,0.00177,0.284,0.0593,0.0000,0.0000,None,0.0649
71,11.46,0.320,0.00117,0.308,0.0587,0.0000,0.0000,None,-0.1686
81,21.16,0.320,0.00301,0.322,0.0574,0.0000,0.0000,None,0.2495
91,25.14,0.573,0.00402,0.368,0.0554,0.0000,0.4069,None,0.2093
101,11.59,0.320,0.00185,0.456,0.0544,0.0000,0.0000,None,-0.2536
111,153.28,0.862,0.00483,0.381,0.0500,0.0000,0.1141,None,0.7847
121,140.11,0.980,0.00700,0.533,0.0460,0.0000,0.0000,None,2.3164
131,189.20,0.979,0.00700,0.548,0.0422,0.0000,0.0183,None,0.1541
141,62.27,0.931,0.00451,0.620,0.0366,0.0000,0.0487,None,-0.2480
151,250.27,0.960,0.00700,0.748,0.0324,0.0000,0.0000,None,0.9111
161,67.05,0.960,0.00274,1.178,0.0282,0.0000,0.0000,None,-0.4095
171,77.83,0.954,0.00181,0.851,0.0240,0.0000,0.0062,None,-0.3588
181,51.45,0.884,0.00663,0.956,0.0211,0.0000,0.0215,None,0.0867
191,18.94,0.346,0.00118,0.892,0.0184,0.0000,0.1277,None,-0.5794
201,14.04,0.300,0.00070,1.553,0.0159,0.0000,0.0000,None,-0.2637
211,16.44,0.300,0.00098,3.048,0.0155,0.0000,0.0000,None,-0.0583
221,22.43,0.300,0.00132,2.216,0.0157,0.0000,0.0000,None,0.0291
231,26.09,0.300,0.00227,2.345,0.0181,0.0000,0.0000,None,0.2003
241,18.92,0.320,0.00209,2.082,0.0193,0.0000,0.0300,None,0.0572
251,18.91,0.320,0.00204,1.077,0.0230,0.0000,0.0000,None,0.0566
261,15.39,0.357,0.00215,3.027,0.0261,0.0000,0.1804,None,0.0340
271,14.23,0.335,0.00498,2.539,0.0314,0.0000,0.3156,None,0.7799
281,77.68,0.896,0.00496,3.189,0.0355,0.0000,0.3235,None,-0.0528
291,19.15,0.300,0.00669,2.795,0.0407,0.0000,0.6800,None,0.2439
301,14.36,0.333,0.00094,3.299,0.0443,0.0000,0.6415,None,-0.5473
311,59.85,0.980,0.00700,4.694,0.0489,0.0000,0.0000,None,1.0078
321,15.35,0.420,0.00228,3.193,0.0528,0.0000,0.0028,None,-0.1677
331,12.92,0.300,0.00061,5.910,0.0558,0.0000,0.0000,None,-0.4949
341,15.31,0.300,0.00086,3.588,0.0574,0.0000,0.0000,None,-0.1130
351,12.92,0.300,0.00100,4.315,0.0580,0.0000,0.0000,None,-0.0665
361,17.71,0.300,0.00163,5.005,0.0575,0.0000,0.0000,None,0.1080
371,14.12,0.320,0.00159,7.755,0.0575,0.0000,0.0000,None,-0.0213
381,15.32,0.320,0.00148,5.006,0.0542,0.0000,0.0000,None,0.0063
391,63.37,0.980,0.00700,5.264,0.0511,0.0000,0.2067,None,1.7562
401,20.23,0.458,0.00125,4.551,0.0469,0.0000,0.2376,None,-0.3998
411,11.72,0.300,0.00056,6.244,0.0441,0.0000,0.0000,None,-0.5038
421,11.72,0.300,0.00112,6.654,0.0393,0.0000,0.0000,None,0.0206
431,12.92,0.300,0.00130,8.210,0.0345,0.0000,0.0000,None,0.0082
441,12.92,0.300,0.00155,3.053,0.0297,0.0000,0.0000,None,0.0483
451,20.11,0.320,0.00397,7.196,0.0252,0.0000,0.0000,None,0.4389
461,15.36,0.300,0.00549,3.504,0.0214,0.0000,0.1292,None,0.7337
471,14.12,0.300,0.00082,5.482,0.0182,0.0000,0.0000,None,-0.4900
481,12.92,0.300,0.00123,3.987,0.0159,0.0000,0.0000,None,0.0186
491,14.12,0.300,0.00104,6.056,0.0156,0.0000,0.0000,None,-0.1000
