episode,return,td_error,eta,emotion,modulator,sigma_mean,momentum,emotion_diff,zone,trend,gate,eta_cap,n_step,beta_current,priority_weight,epru_confidence,epru_adjustment,epru_intervention,azpv2_confidence,azpv2_intensity,azpv2_zone_pred,ecl_difficulty,ecl_phase,ecl_progress,ecl_stability,moo_performance_score,moo_eta_stability,moo_sigma_health,moo_predicted_perf
221,45.40,0.778,0.00064,40.347,0.0188,0.0000,0.0287,neutral,-0.2040,0.262,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.496,stabilization_soon,0.100,exploration,0.000,0.895,0.798,1.000,0.752,0.622,0.438,ascending,90.19,127.20,22
231,29.75,0.300,0.00040,57.947,0.0002,0.0000,0.1847,neutral,-0.1384,0.262,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.495,stabilization_soon,0.100,exploration,0.000,0.723,0.570,1.000,0.751,0.552,0.435,ascending,87.59,123.21,22
241,22.50,0.300,0.00012,46.748,-0.0000,0.0000,0.0000,neutral,-0.2480,0.262,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.495,stabilization_soon,0.100,exploration,0.000,0.829,0.455,1.000,0.751,0.461,0.430,ascending,84.81,119.19,22
251,12.92,0.300,0.00004,54.382,0.0003,0.0000,0.0000,neutral,-0.2217,0.262,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.495,stabilization_soon,0.100,exploration,0.000,1.000,0.273,1.000,0.751,0.374,0.425,ascending,81.93,115.20,22
261,12.92,0.300,0.00001,111.214,-0.0002,0.0000,0.0000,neutral,-0.0766,0.262,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.495,stabilization_soon,0.100,exploration,0.000,1.000,0.268,1.000,0.752,0.299,0.419,ascending,79.20,111.43,22
271,10.53,0.320,0.00001,68.611,-0.0003,0.0000,0.0000,neutral,-0.1222,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.528,0.494,stabilization_soon,0.100,exploration,0.000,1.000,0.215,1.000,0.750,0.210,0.414,ascending,76.59,107.86,22
281,11.73,0.320,0.00001,131.952,-0.0001,0.0000,0.0000,neutral,-0.0092,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.494,stabilization_soon,0.100,exploration,0.000,0.999,0.220,1.000,0.748,0.134,0.409,stable,74.16,104.52,22
291,10.53,0.320,0.00002,73.481,0.0006,0.0000,0.0000,neutral,-0.0098,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.494,stabilization_soon,0.100,exploration,0.000,1.000,0.220,1.000,0.748,0.089,0.404,stable,71.89,101.38,22
301,12.93,0.320,0.00004,170.153,-0.0005,0.0000,0.0000,neutral,0.0835,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.493,stabilization_soon,0.100,exploration,0.112,1.000,0.230,1.000,0.749,0.092,0.400,stable,69.82,98.48,22
311,11.73,0.320,0.00004,228.356,0.0002,0.0000,0.0000,neutral,-0.0400,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.530,0.493,stabilization_soon,0.100,exploration,0.000,1.000,0.268,1.000,0.750,0.112,0.396,stable,67.86,95.75,22
321,11.73,0.320,0.00007,271.420,0.0006,0.0000,0.0000,neutral,-0.0133,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.528,0.494,stabilization_soon,0.100,exploration,0.021,1.000,0.220,1.000,0.750,0.123,0.392,descending,66.04,93.19,22
331,11.73,0.320,0.00009,264.281,0.0002,0.0000,0.0000,neutral,-0.0059,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.528,0.494,stabilization_soon,0.100,exploration,0.000,1.000,0.225,1.000,0.749,0.124,0.388,descending,64.33,90.78,22
341,11.73,0.320,0.00011,375.920,0.0003,0.0000,0.0000,neutral,0.0046,0.260,0.00200,2,0.400,1.000,0.000,0.00000,none,0.528,0.493,stabilization_soon,0.100,exploration,0.000,1.000,0.244,1.000,0.750,0.119,0.385,descending,62.72,88.49,22
351,9.33,0.320,0.00019,309.920,0.0001,0.0000,0.0000,neutral,-0.0247,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.528,0.494,stabilization_soon,0.100,exploration,0.000,1.000,0.196,1.000,0.752,0.117,0.381,descending,61.18,86.33,22
361,9.33,0.320,0.00023,152.469,0.0620,0.0000,0.0000,neutral,0.0481,0.260,0.00200,2,0.400,1.000,0.000,0.00000,none,0.528,0.493,stabilization_soon,0.100,exploration,0.034,1.000,0.215,1.000,0.750,0.114,0.378,descending,59.75,84.29,22
371,11.73,0.320,0.00037,646.393,0.0613,0.0000,0.0000,neutral,0.0169,0.260,0.00200,2,0.400,1.000,0.000,0.00000,none,0.528,0.493,stabilization_soon,0.100,exploration,0.033,1.000,0.220,1.000,0.749,0.136,0.375,descending,58.40,82.36,23
381,11.73,0.320,0.00059,433.291,0.0590,0.0000,0.0000,neutral,0.0223,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.493,stabilization_soon,0.100,exploration,0.032,1.000,0.235,1.000,0.750,0.158,0.372,descending,57.14,80.54,23
391,12.93,0.320,0.00057,612.214,0.0549,0.0000,0.0000,neutral,-0.0082,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.494,stabilization_soon,0.100,exploration,0.000,1.000,0.225,1.000,0.751,0.138,0.370,descending,55.94,78.81,23
401,9.33,0.320,0.00055,291.468,0.0520,0.0000,0.0000,neutral,-0.0104,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.528,0.494,stabilization_soon,0.100,exploration,0.000,1.000,0.211,1.000,0.751,0.107,0.367,descending,54.79,77.15,23
411,11.73,0.320,0.00055,569.705,0.0471,0.0000,0.0000,neutral,-0.0026,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.494,stabilization_soon,0.100,exploration,0.011,1.000,0.220,1.000,0.750,0.095,0.364,descending,53.70,75.58,23
421,10.53,0.320,0.00059,448.498,0.0421,0.0000,0.0000,neutral,0.0074,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.494,stabilization_soon,0.100,exploration,0.000,1.000,0.215,1.000,0.749,0.115,0.362,descending,52.65,74.07,23
431,11.73,0.320,0.00059,548.069,0.0371,0.0000,0.0000,neutral,0.0215,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.493,stabilization_soon,0.100,exploration,0.022,1.000,0.230,1.000,0.751,0.112,0.360,descending,51.66,72.63,23
441,9.33,0.320,0.00058,699.803,0.0331,0.0000,0.0000,neutral,-0.0067,0.262,0.00200,2,0.400,1.000,0.000,0.00000,none,0.530,0.495,stabilization_soon,0.100,exploration,0.000,1.000,0.211,1.000,0.753,0.110,0.357,descending,50.71,71.25,23
451,11.73,0.320,0.00060,781.528,0.0284,0.0000,0.0000,neutral,0.0195,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.529,0.494,stabilization_soon,0.100,exploration,0.044,1.000,0.220,1.000,0.752,0.107,0.355,descending,49.81,69.95,23
461,11.73,0.320,0.00058,636.378,0.0248,0.0000,0.0000,neutral,-0.0076,0.262,0.00200,2,0.400,1.000,0.000,0.00000,none,0.531,0.494,stabilization_soon,0.100,exploration,0.000,1.000,0.254,1.000,0.752,0.112,0.353,descending,48.96,68.69,23
471,11.73,0.320,0.00076,812.924,0.0189,0.0000,0.0000,neutral,-0.0236,0.261,0.00200,2,0.400,1.000,0.000,0.00000,none,0.528,0.494,stabilization_soon,0.100,exploration,0.011,1.000,0.220,1.000,0.752,0.137,0.351,descending,48.14,67.50,23
481,11.73,0.320,0.00087,894.454,0.0006,0.0000,0.0000,neutral,0.1542,0.260,0.00200,2,0.400,1.000,0.000,0.00000,none,0.528,0.493,stabilization_soon,0.100,exploration,0.095,1.000,0.239,1.000,0.752,0.136,0.349,descending,47.38,66.37,23
491,11.73,0.320,0.00048,1158.684,0.0186,0.0000,0.0000,neutral,-0.1017,0.262,0.00200,2,0.400,1.000,0.000,0.00000,none,0.530,0.495,stabilization_soon,0.100,exploration,0.000,1.000,0.211,1.000,0.752,0.090,0.348,descending,46.62,65.26,23
